Nationality,Age_at_studystart,Study_programme,Study_programme_code,Studystart_date,Studystart_month,Studystart_year,Studyend_month,Studyend_year,University_institute,Status,Exam_year,Exam_grade_point_average,Grading_scale,Exam_type,Priority_number,Quote,Passed_ects_SEM1,Grade_point_average_SEM1,SU_clips_used,Years_since_exam,CHURNED_ALL,CHURNED_IN_SEM1,CHURNED_IN_SEM2,CHURNED_AFTER_SEM1,CHURNED_AFTER_SEM2,CHURNED_SEM2THROUGHSEM3
Danmark,20.1,historie,HDAA00001T,9/1/2016,9,2013,3,2014,Institut for Engelsk. Germansk og Romansk,terminated,2014,0,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,10.29,NULL,1,1,1,1,1,0,0
Danmark,69.4,dansk,HENA00001T,9/1/2016,9,2013,NULL,NULL,Institut for Medier. Erkendelse og Formidling,open,2014,4.9,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,0,25,2,0,1,0,0,0,0
Danmark,21.6,dansk,HHIA00001T,9/1/2015,9,2013,6,2016,Institut for Tvaerkulturelle og regionale studier,completed,2013,7.7,7-trinsskala,Hoejere forbered.eks. 2-aarig (2007 og s.),1,1,30,4,6,2,0,1,0,0,0,0
Danmark,20.9,portugisiske og brasilianske studier,HDAA00001T,9/1/2015,9,2013,6,2016,Saxo-Instituttet - Arkaeologi. Etnologi. Historie og Graesk og Latin,completed,2011,9.7,7-trinsskala,Hoejere forbered.eks. 2-aarig (2007 og s.),1,1,30,9.13,NULL,1,0,0,0,0,0,0
Danmark,20.9,litteraturvidenskab,HENA00001T,9/1/2013,9,2013,NULL,NULL,Institut for Tvaerkulturelle og regionale studier,open,2015,8.7,7-trinsskala,Studentereksamen (2008 og senere),1,1,0,0,18,2,0,1,0,0,0,0
Danmark,21.5,informationsvidenskab og kulturformidling,HIVA00001T,9/1/2016,9,2013,NULL,NULL,IVA,open,1991,8.3,7-trinsskala,Studentereksamen (2008 og senere),2,1,30,8.14,18,6,0,1,0,0,0,0
Danmark,22,filosofi,HPOA00002T,9/1/2015,9,2013,1,2017,Saxo-Instituttet - Arkaeologi. Etnologi. Historie og Graesk og Latin,completed,2014,10.8,7-trinsskala,Studentereksamen (2008 og senere),1,1,15,0,30,1,0,0,0,0,0,0
Danmark,24.1,dansk,HDAA00001T,9/1/2015,9,2013,NULL,NULL,Institut for Tvaerkulturelle og regionale studier,open,2013,0,7-trinsskala,Studentereksamen,1,1,30,7.5,NULL,0,0,1,0,0,0,0
Danmark,18.4,film- og medievidenskab,HSPA00001T,9/1/2014,9,2013,8,2014,Institut for Tvaerkulturelle og regionale studier,terminated,1997,6,7-trinsskala,Studentereksamen (2008 og senere),3,1,30,0,30,3,1,1,0,1,0,0
Danmark,26.8,tysk sprog og kultur,HKMA00001T,9/1/2014,9,2013,NULL,NULL,Institut for Nordiske Studier og Sprogvidenskab,open,2012,8.1,7-trinsskala,Faeroesk gymnasial eksamen,3,1,30,11,18,3,0,0,0,0,0,0
Danmark,20.2,tysk,HIVA00001T,9/1/2016,9,2013,8,2014,Institut for Nordiske Studier og Sprogvidenskab,terminated,2014,8.2,7-trinsskala,Studentereksamen (2008 og senere),7,1,30,7,30,2,1,1,0,1,0,0
Polen,21.2,film- og medievidenskab,HMVA00001T,9/1/2013,9,2013,10,2014,Institut for Nordiske Studier og Sprogvidenskab,terminated,2012,8.1,7-trinsskala,Almen gymnasial uddannelse,0,1,30,0,6,3,1,1,0,1,1,0
Danmark,21.1,litteraturvidenskab,HIVA00001T,9/1/2013,9,2013,1,2017,Saxo-Instituttet - Arkaeologi. Etnologi. Historie og Graesk og Latin,completed,2012,9.7,7-trinsskala,Hoejere forberedelseseksamen (hf),2,1,30,9.43,30,2,0,1,0,0,0,0
Norge,20.5,engelsk,HARA00001T,9/1/2016,9,2013,8,2014,Institut for Medier. Erkendelse og Formidling,terminated,2013,10.9,7-trinsskala,Hoejere forbered.eks. 2-aarig (2007 og s.),0,1,30,6.67,18,2,1,1,0,1,0,0
Danmark,28.5,lingvistik,HFNA00001T,9/1/2015,9,2013,7,2015,Institut for Medier. Erkendelse og Formidling,terminated,2014,8,7-trinsskala,Studentereksamen (2008 og senere),1,NULL,22.5,5.09,30,18,1,1,0,1,1,0
Danmark,22.4,informationsvidenskab og kulturformidling,HLIA00001T,9/1/2015,9,2013,11,2013,Saxo-Instituttet - Arkaeologi. Etnologi. Historie og Graesk og Latin,terminated,2013,6.2,13-skala,Studentereksamen (2008 og senere),0,NULL,30,7.3,NULL,1,1,1,0,0,0,0
Danmark,20.8,balkanstudier,HMVA00001T,9/1/2013,9,2013,6,2016,Institut for Engelsk. Germansk og Romansk,completed,2013,7.2,13-skala,Hoejere forbered.eks. 2-aarig (2007 og s.),2,1,30,0,18,6,0,0,0,0,0,0
Danmark,19,spansk sprog og kultur,HMVA00001T,9/1/2014,9,2013,NULL,NULL,Institut for Tvaerkulturelle og regionale studier,open,2012,8.5,7-trinsskala,Hoejere forbered.eks. 2-aarig (2007 og s.),1,1,30,5.86,18,1,0,0,0,0,0,0
Danmark,19.5,paedagogik,HFRA00001T,9/1/2014,9,2013,2,2016,Institut for Nordiske Studier og Sprogvidenskab,terminated,2012,6.8,7-trinsskala,International Baccalaureate (IB),1,2,30,5.94,14,3,1,1,0,1,1,0
Danmark,21.9,portugisiske og brasilianske studier,HKIA00003T,9/1/2013,9,2013,11,2013,Saxo-Instituttet - Arkaeologi. Etnologi. Historie og Graesk og Latin,terminated,2008,7.3,7-trinsskala,Studentereksamen (2008 og senere),1,1,0,2,NULL,4,1,1,0,0,0,0
Danmark,25.3,dansk,HPaeA00001T,9/1/2015,9,2013,NULL,NULL,Institut for Tvaerkulturelle og regionale studier,open,2001,11.8,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,8.25,18,1,0,0,0,0,0,0
Danmark,23.1,informationsvidenskab og kulturformidling,HKUA00001T,9/1/2013,9,2013,2,2015,Institut for Tvaerkulturelle og regionale studier,terminated,2014,10.3,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,7.29,NULL,1,1,0,0,1,1,0
Danmark,21.2,fransk,HIDA00002T,9/1/2016,9,2013,9,2014,Institut for Medier. Erkendelse og Formidling,terminated,2015,11.5,7-trinsskala,Studentereksamen (2008 og senere),1,2,0,7.42,30,5,1,1,0,1,1,0
Danmark,23.9,litteraturvidenskab,HDAA00001T,9/1/2016,9,2013,1,2017,Institut for Nordiske Studier og Sprogvidenskab,completed,2013,10.1,7-trinsskala,Hoejere forbered.eks. 2-aarig (2007 og s.),21,1,0,7,30,1,0,1,0,0,0,0
Danmark,22.2,engelsk,HKIA00002T,9/1/2013,9,2013,5,2014,Institut for Nordiske Studier og Sprogvidenskab,terminated,1900,8,7-trinsskala,,1,1,0,0,NULL,4,1,1,1,1,0,1
Danmark,36.9,kommunikation og it,HSPA00001T,9/1/2015,9,2013,1,2014,Institut for Kunst og Kulturvidenskab,terminated,2006,10.7,7-trinsskala,Studentereksamen (2008 og senere),21,NULL,30,7.22,30,2,1,0,0,0,0,0
Danmark,23.4,arabisk,HTYA00002T,9/1/2013,9,2013,1,2014,Institut for Medier. Erkendelse og Formidling,terminated,2014,5.2,7-trinsskala,Studentereksamen (2008 og senere),21,1,0,9,18,2,1,1,0,0,0,0
Danmark,20.9,moderne Indien og sydasienstudier,HIVA00001T,9/1/2013,9,2013,12,2013,Institut for Tvaerkulturelle og regionale studier,terminated,2014,9.7,7-trinsskala,,1,1,30,7.25,18,4,1,1,0,0,0,0
Danmark,25.1,koreastudier,HFAA00001T,9/1/2016,9,2013,1,2017,IVA,completed,2005,4.5,7-trinsskala,Studentereksamen (2008 og senere),7,2,30,10,30,1,0,1,0,0,0,0
Danmark,20.1,historie,HHIA00001T,9/1/2013,9,2013,10,2013,Institut for Medier. Erkendelse og Formidling,terminated,2013,6.4,7-trinsskala,Studentereksamen (2008 og senere),1,1,25,2,18,2,1,1,0,0,0,0
Nederlandene,20.8,kunsthistorie,HIAA00001T,9/1/2016,9,2013,NULL,NULL,IVA,open,1997,9.3,7-trinsskala,Studentereksamen (2008 og senere),1,1,15,5.14,6,2,0,0,0,0,0,0
Danmark,24.1,klassisk arkaeologi,HHIA00001T,9/1/2015,9,2013,5,2014,Institut for Engelsk. Germansk og Romansk,terminated,2013,2.9,7-trinsskala,Studentereksamen (2008 og senere),2,1,0,7,NULL,2,1,1,1,1,0,0
Danmark,20.7,fransk,HKMA00001T,9/1/2015,9,2013,6,2016,Institut for Tvaerkulturelle og regionale studier,completed,2013,6.8,7-trinsskala,Studentereksamen (2008 og senere),2,2,30,0,30,4,0,1,0,0,0,0
Danmark,23,litteraturvidenskab,HRUA00002T,9/1/2015,9,2013,9,2014,Institut for Tvaerkulturelle og regionale studier,terminated,2013,10,7-trinsskala,Studentereksamen (2008 og senere),3,1,30,7,NULL,1,1,1,0,1,1,1
Georgien,21.6,historie,HDAA00001T,9/1/2014,9,2013,1,2017,Institut for Tvaerkulturelle og regionale studier,completed,2013,6.1,7-trinsskala,Studentereksamen,1,2,30,9.17,29,2,0,0,0,0,0,0
Danmark,20.6,dansk,HLIA00001T,9/1/2016,9,2013,7,2015,Institut for Tvaerkulturelle og regionale studier,terminated,2012,8.4,7-trinsskala,Studentereksamen (2008 og senere),2,1,30,7,6,1,1,0,0,1,1,0
Danmark,30.1,paedagogik,HTEA00001T,9/1/2013,9,2013,7,2014,Institut for Tvaerkulturelle og regionale studier,terminated,2014,6.1,7-trinsskala,,1,1,30,10.71,14,3,1,1,1,1,0,0
Danmark,25.3,informationsvidenskab og kulturformidling,HHIA00001T,9/1/2016,9,2013,9,2014,Institut for Kunst og Kulturvidenskab,terminated,2009,9.9,7-trinsskala,Hoejere forbered.eks. 2-aarig (2007 og s.),21,1,30,10.54,18,0,1,0,0,1,1,0
Danmark,19.9,kinastudier,HLIA00001T,9/1/2014,9,2013,NULL,NULL,Institut for Medier. Erkendelse og Formidling,open,2013,0,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,0,6,6,0,1,0,0,0,0
Danmark,40.6,informationsvidenskab og kulturformidling,HFRA00001T,9/1/2013,9,2013,9,2016,Saxo-Instituttet - Arkaeologi. Etnologi. Historie og Graesk og Latin,completed,1900,8,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,0,30,0,0,0,0,0,0,0
Danmark,22.9,kunsthistorie,HIAA00001T,9/1/2014,9,2013,9,2014,Saxo-Instituttet - Arkaeologi. Etnologi. Historie og Graesk og Latin,terminated,2012,4.3,7-trinsskala,Studentereksamen (2008 og senere),2,1,30,0,6,0,1,0,0,1,1,0
Danmark,25.4,europaeisk etnologi,HFIA00001T,9/1/2013,9,2013,10,2014,Saxo-Instituttet - Arkaeologi. Etnologi. Historie og Graesk og Latin,terminated,1900,4,7-trinsskala,Studentereksamen (2008 og senere),4,1,30,8.17,NULL,1,1,0,0,1,1,0
Danmark,20.7,fransk,HPaeA00001T,9/1/2013,9,2013,NULL,NULL,Institut for Engelsk. Germansk og Romansk,open,2015,7.6,7-trinsskala,Hoejere forbered.eks. 2-aarig (2007 og s.),1,1,30,7,NULL,3,0,1,0,0,0,0
Danmark,45.7,filosofi,HHIA00001T,9/1/2015,9,2013,7,2014,Institut for Nordiske Studier og Sprogvidenskab,terminated,2015,8.7,7-trinsskala,Studentereksamen (2008 og senere),3,1,30,3.33,NULL,2,1,1,1,1,0,0
Danmark,21.5,spansk sprog og kultur,HAUA00001T,9/1/2013,9,2013,9,2014,IVA,terminated,2011,7.1,7-trinsskala,,1,1,30,-3,18,1,1,0,0,1,1,1
Danmark,26.1,arabisk,HRVA00001T,9/1/2013,9,2013,NULL,NULL,Institut for Tvaerkulturelle og regionale studier,open,2013,5.7,7-trinsskala,,2,1,30,7,30,3,0,1,0,0,0,0
Danmark,20,kunsthistorie,HARA00001T,9/1/2014,9,2013,7,2015,Institut for Medier. Erkendelse og Formidling,terminated,2012,6.6,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,10,6,0,1,1,0,1,1,1
Danmark,21,aegyptologi,HKIA00003T,9/1/2015,9,2013,NULL,NULL,Institut for Medier. Erkendelse og Formidling,open,1992,8.7,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,10,NULL,1,0,1,0,0,0,0
Danmark,21.2,oest- og sydoesteuropastudier (russisk),HTYA00001T,2/1/2013,9,2013,6,2016,Institut for Kunst og Kulturvidenskab,completed,2015,8.3,7-trinsskala,Hoejere forbered.eks. 2-aarig (2007 og s.),1,1,30,8.2,30,1,0,0,0,0,0,0
Danmark,22.6,paedagogik,HKIA00002T,9/1/2013,9,2013,6,2016,Saxo-Instituttet - Arkaeologi. Etnologi. Historie og Graesk og Latin,completed,2012,6,7-trinsskala,Hoejere handelseks. HHX (2008 og s.),1,1,30,-0.67,NULL,2,0,1,0,0,0,1
Iraq,22.5,engelsk,HLIA00001T,9/1/2014,9,2013,6,2016,Institut for Engelsk. Germansk og Romansk,completed,2010,8.4,7-trinsskala,Studentereksamen (2008 og senere),1,1,0,0,NULL,0,0,0,0,0,0,1
Danmark,54.9,tysk sprog og kultur,HDAA00001T,9/1/2014,9,2013,NULL,NULL,Institut for Tvaerkulturelle og regionale studier,open,2011,8.2,7-trinsskala,Hoejere Tek.eks. HTX (2008 og s.),6,1,30,0,NULL,3,0,1,0,0,0,0
Danmark,20.5,paedagogik,HKOA00003T,9/1/2015,9,2013,1,2017,IVA,completed,2014,7.9,7-trinsskala,Studentereksamen (2008 og senere),1,1,10,11,6,2,0,1,0,0,0,0
Danmark,26.7,film- og medievidenskab,HAUA00001T,9/1/2014,9,2013,11,2015,IVA,terminated,2008,8.4,7-trinsskala,Hoejere forbered.eks. 2-aarig (2007 og s.),1,1,22.5,8.5,NULL,2,1,1,0,1,1,0
Danmark,21,engelsk,HIVA00001T,9/1/2014,9,2013,8,2015,Institut for Medier. Erkendelse og Formidling,terminated,2012,9.9,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,10.67,18,2,1,1,0,1,1,0
Danmark,21.8,engelsk,HRVA00001T,9/1/2016,9,2013,3,2014,Saxo-Instituttet - Arkaeologi. Etnologi. Historie og Graesk og Latin,terminated,2013,7.8,7-trinsskala,Studentereksamen (2008 og senere),21,1,30,6.71,30,1,1,1,1,1,0,0
Danmark,21.3,film- og medievidenskab,HFRA00002T,9/1/2016,9,2013,8,2014,Institut for Kunst og Kulturvidenskab,terminated,2012,4.7,7-trinsskala,Hoejere forberedelseseksamen (hf),1,1,30,9.82,5,1,1,0,0,1,0,0
Danmark,19.4,musikvidenskab,HENA00001T,9/1/2016,9,2013,8,2016,Institut for Medier. Erkendelse og Formidling,completed,2012,5.1,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,8.36,NULL,3,0,1,0,0,0,0
Danmark,20.8,klassisk arkaeologi,HDAA00001T,9/1/2015,9,2013,7,2015,Institut for Nordiske Studier og Sprogvidenskab,terminated,2008,8.5,7-trinsskala,Studentereksamen (2008 og senere),1,1,0,11,18,2,1,1,0,1,1,0
Danmark,21.7,informationsvidenskab og kulturformidling,HMVA00001T,9/1/2014,9,2013,NULL,NULL,Saxo-Instituttet - Arkaeologi. Etnologi. Historie og Graesk og Latin,open,2013,7.3,7-trinsskala,Studentereksamen (2008 og senere),1,2,30,4.88,30,1,0,1,0,0,0,0
Danmark,22.1,fransk,HFIA00001T,9/1/2013,9,2013,2,2014,Institut for Tvaerkulturelle og regionale studier,terminated,2012,6,7-trinsskala,Studentereksamen,1,1,30,0,18,3,1,1,1,1,0,0
Danmark,22.3,historie,HFMA00001T,9/1/2014,9,2013,6,2016,Institut for Engelsk. Germansk og Romansk,completed,2010,7.1,7-trinsskala,Hoejere forbered.eks. 2-aarig (2007 og s.),1,1,0,4,NULL,48,0,1,0,0,0,0
Danmark,21.4,informationsvidenskab og kulturformidling,HFRA00002T,2/1/2013,9,2013,8,2016,Institut for Nordiske Studier og Sprogvidenskab,completed,2011,11.1,7-trinsskala,Studentereksamen (2008 og senere),5,2,30,5,6,5,0,1,0,0,0,0
Danmark,22.5,religionsvidenskab,HTYA00001T,9/1/2013,9,2013,11,2013,Institut for Medier. Erkendelse og Formidling,terminated,2012,9.4,7-trinsskala,Studentereksamen,1,1,30,0,NULL,1,1,1,0,0,0,1
Danmark,19.8,film- og medievidenskab,HARA00001T,9/1/2014,9,2013,6,2016,IVA,completed,2013,4.3,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,7,18,1,0,1,0,0,0,0
Danmark,21.4,historie,HTYA00002T,9/1/2016,9,2013,NULL,NULL,Institut for Engelsk. Germansk og Romansk,open,2011,7.3,13-skala,Studentereksamen (2008 og senere),2,1,0,4,NULL,2,0,1,0,0,0,0
Danmark,25,engelsk,HHIA00001T,9/1/2015,9,2013,6,2016,IVA,completed,2008,12.4,7-trinsskala,Studentereksamen (2008 og senere),2,1,30,10.67,18,0,0,0,0,0,0,0
Danmark,23.2,kinastudier,HENA00001T,9/1/2014,9,2013,6,2016,Institut for Nordiske Studier og Sprogvidenskab,completed,2013,9.1,7-trinsskala,Studentereksamen (2008 og senere),0,2,0,9.8,NULL,18,0,1,0,0,0,0
Danmark,22.5,musikvidenskab,HENA00001T,9/1/2014,9,2013,6,2016,Institut for Tvaerkulturelle og regionale studier,completed,2012,4.7,7-trinsskala,Studentereksamen (2008 og senere),3,NULL,30,2.71,18,1,0,0,0,0,0,0
Danmark,19.7,russisk,HLIA00001T,9/1/2016,9,2013,1,2017,Saxo-Instituttet - Arkaeologi. Etnologi. Historie og Graesk og Latin,terminated,2015,9,7-trinsskala,Hoejere forbered.eks. 2-aarig (2007 og s.),1,2,30,0,NULL,4,1,1,0,1,1,0
Danmark,20.6,assyriologi,HTEA00001T,9/1/2015,9,2013,7,2015,Institut for Engelsk. Germansk og Romansk,terminated,2014,8.4,7-trinsskala,Studentereksamen (2008 og senere),1,2,30,7,NULL,1,1,0,0,1,1,1
Danmark,22.4,engelsk,HDAA00001T,9/1/2013,9,2013,4,2014,Institut for Medier. Erkendelse og Formidling,terminated,2014,6.3,7-trinsskala,Hoejere handelseks. HHX (2008 og s.),1,2,15,5.72,NULL,0,1,1,1,1,0,0
Norge,20.6,dansk,HKUA00001T,9/1/2014,9,2013,11,2015,Saxo-Instituttet - Arkaeologi. Etnologi. Historie og Graesk og Latin,terminated,2013,7.5,7-trinsskala,Studentereksamen (2008 og senere),2,1,30,9.67,NULL,2,1,1,0,1,1,0
Danmark,22.5,kommunikation og it,HDAA00001T,9/1/2015,9,2013,8,2014,Institut for Kunst og Kulturvidenskab,terminated,2013,5.7,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,7.56,18,4,1,1,0,1,0,0
Danmark,21.7,informationsvidenskab og kulturformidling,HPaeA00001T,9/1/2014,9,2013,6,2015,Institut for Medier. Erkendelse og Formidling,terminated,1900,9,7-trinsskala,Studentereksamen (2008 og senere),1,1,0,9.63,NULL,10,1,1,0,1,1,0
Danmark,30.6,eskimologi,HFIA00001T,9/1/2013,9,2013,NULL,NULL,Institut for Medier. Erkendelse og Formidling,open,2013,7.5,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,4.67,18,1,0,1,0,0,0,0
Danmark,22.1,forhistorisk arkaeologi,HIVA00001T,9/1/2014,9,2013,7,2016,Saxo-Instituttet - Arkaeologi. Etnologi. Historie og Graesk og Latin,completed,2011,7.9,7-trinsskala,Studentereksamen (2008 og senere),2,2,30,4.17,6,0,0,0,0,0,0,0
Danmark,22.2,kunsthistorie,HINA00001T,9/1/2014,9,2013,7,2016,Institut for Tvaerkulturelle og regionale studier,completed,2011,5.6,7-trinsskala,Studentereksamen (2008 og senere),1,2,30,0,NULL,1,0,1,0,0,0,0
Danmark,21.2,litteraturvidenskab,HIVA00001T,9/1/2016,9,2013,NULL,NULL,Institut for Medier. Erkendelse og Formidling,open,2009,8.8,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,5.55,30,0,0,0,0,0,0,0
Danmark,20.2,dansk,HHIA00001T,9/1/2014,9,2013,6,2016,Institut for Engelsk. Germansk og Romansk,completed,1900,7.6,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,5,NULL,2,0,1,0,0,0,0
Danmark,23.6,paedagogik,HLVA00001T,9/1/2013,9,2013,6,2016,Institut for Medier. Erkendelse og Formidling,terminated,2013,6.2,7-trinsskala,Studentereksamen (2008 og senere),2,1,30,12,6,1,1,1,0,1,1,0
Danmark,43.9,informationsvidenskab og kulturformidling,HFMA00001T,9/1/2015,9,2013,6,2016,Institut for Medier. Erkendelse og Formidling,completed,2010,5.4,7-trinsskala,Studentereksamen (2008 og senere),1,1,7.5,7,30,2,0,0,0,0,0,1
Danmark,21.3,spansk sprog og kultur,HLVA00001T,9/1/2015,9,2013,9,2015,Institut for Nordiske Studier og Sprogvidenskab,terminated,2013,9.2,13-skala,Studentereksamen (2008 og senere),1,1,30,0,NULL,2,1,1,0,1,1,0
Danmark,21.5,fransk,HRVA00001T,9/1/2014,9,2013,6,2016,Saxo-Instituttet - Arkaeologi. Etnologi. Historie og Graesk og Latin,completed,2009,6.4,7-trinsskala,Studentereksamen (2008 og senere),4,1,0,0,6,0,0,0,0,0,0,1
Danmark,20.4,informationsvidenskab og kulturformidling,HFMA00001T,9/1/2016,9,2013,9,2014,Institut for Tvaerkulturelle og regionale studier,terminated,2007,0,,Hoejere handelseks. HHX (2008 og s.),2,1,0,0,29,1,1,1,0,1,1,0
Danmark,32.4,arabisk,HHIA00001T,9/1/2016,9,2013,6,2016,Institut for Engelsk. Germansk og Romansk,completed,2011,9.2,7-trinsskala,Studentereksamen,1,1,0,0,NULL,13,0,1,0,0,0,0
Danmark,20,informationsvidenskab og kulturformidling,HENA00001T,9/1/2013,9,2016,NULL,NULL,Saxo-Instituttet - Arkaeologi. Etnologi. Historie og Graesk og Latin,open,2012,9.3,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,0,NULL,2,0,0,0,0,0,1
Danmark,21.8,engelsk,HKAA00001T,9/1/2015,9,2016,NULL,NULL,Institut for Medier. Erkendelse og Formidling,open,2010,7.4,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,-0.5,6,4,0,1,0,0,0,0
Danmark,20.4,engelsk,HKMA00001T,9/1/2014,9,2016,NULL,NULL,Institut for Medier. Erkendelse og Formidling,open,2013,10.9,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,2.67,NULL,0,0,0,0,0,0,1
Danmark,20.8,informationsvidenskab og kulturformidling,HPaeA00001T,9/1/2016,9,2016,NULL,NULL,IVA,open,2014,8.7,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,10.78,NULL,2,0,1,0,0,0,0
Danmark,22.4,informationsvidenskab og kulturformidling,HDAA00001T,9/1/2013,9,2016,NULL,NULL,Institut for Kunst og Kulturvidenskab,open,2012,6.9,7-trinsskala,Studentereksamen,1,1,30,0,19,1,0,0,0,0,0,1
Danmark,21.3,latin,HENA00001T,9/1/2013,9,2016,NULL,NULL,Institut for Medier. Erkendelse og Formidling,open,1996,7.5,7-trinsskala,Studentereksamen (2008 og senere),1,1,0,11.71,NULL,2,0,1,0,0,0,0
Danmark,21.5,informationsvidenskab og kulturformidling,HIVA00001T,9/1/2016,9,2016,NULL,NULL,Institut for Nordiske Studier og Sprogvidenskab,open,2012,7.3,7-trinsskala,Studentereksamen (2008 og senere),1,1,0,7,NULL,10,0,1,0,0,0,0
Japan,20.5,persisk,HLVA00001T,9/1/2016,9,2016,NULL,NULL,Saxo-Instituttet - Arkaeologi. Etnologi. Historie og Graesk og Latin,open,2012,5.5,7-trinsskala,Hoejere forbered.eks. 2-aarig (2007 og s.),1,1,30,0,6,2,0,1,0,0,0,0
Danmark,21.4,koreastudier,HFMA00001T,9/1/2016,9,2016,NULL,NULL,Institut for Kunst og Kulturvidenskab,open,2015,8.7,7-trinsskala,Studentereksamen (2008 og senere),21,1,30,2,30,0,0,0,0,0,0,0
Danmark,20.1,retorik,HDAA00001T,9/1/2013,2,2016,NULL,NULL,Institut for Nordiske Studier og Sprogvidenskab,open,2010,10.1,7-trinsskala,Studentereksamen (2008 og senere),21,1,15,9.57,18,1,0,1,0,0,0,0
Danmark,28,musikvidenskab,HLVA00001T,9/1/2016,9,2016,NULL,NULL,Saxo-Instituttet - Arkaeologi. Etnologi. Historie og Graesk og Latin,open,2015,7.2,7-trinsskala,Hoejere handelseks. HHX (2008 og s.),5,1,30,8.5,NULL,2,0,1,0,0,0,0
Danmark,21.5,dansk,HFMA00001T,9/1/2015,9,2016,NULL,NULL,Institut for Kunst og Kulturvidenskab,open,2011,7.8,7-trinsskala,Groenlandsk gymnasial eksamen,3,1,30,9.29,NULL,0,0,0,0,0,0,0
Danmark,20.7,engelsk,HDAA00001T,9/1/2015,9,2016,NULL,NULL,Institut for Tvaerkulturelle og regionale studier,open,2015,7.7,7-trinsskala,Hoejere Tek.eks. HTX (2008 og s.),1,2,30,9.4,NULL,0,0,1,0,0,0,1
Danmark,19.8,kunsthistorie,HDAA00001T,9/1/2016,9,2016,NULL,NULL,Institut for Engelsk. Germansk og Romansk,open,2012,9.9,7-trinsskala,Hoejere forbered.eks. 2-aarig (2007 og s.),1,1,22.5,0,6,2,0,1,0,0,0,0
Danmark,20.7,paedagogik,HFMA00001T,9/1/2013,9,2016,NULL,NULL,Institut for Medier. Erkendelse og Formidling,open,2014,4.3,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,0,30,0,0,0,0,0,0,0
Danmark,23.7,historie,HIVA00001T,9/1/2015,9,2016,NULL,NULL,Institut for Nordiske Studier og Sprogvidenskab,open,2008,7.8,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,10.67,NULL,0,0,0,0,0,0,0
Danmark,21.1,religionsvidenskab,HIAA00001T,9/1/2016,9,2016,NULL,NULL,Institut for Engelsk. Germansk og Romansk,open,2015,4.9,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,0,NULL,1,0,0,0,0,0,1
Danmark,25.6,historie,HKMA00001T,9/1/2014,9,2016,NULL,NULL,Institut for Nordiske Studier og Sprogvidenskab,open,2012,0,7-trinsskala,Studentereksamen (2008 og senere),1,1,25,8.67,18,2,0,0,0,0,0,1
Danmark,23.9,engelsk,HSPA00001T,9/1/2015,9,2016,NULL,NULL,Saxo-Instituttet - Arkaeologi. Etnologi. Historie og Graesk og Latin,open,1900,5.5,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,4,30,2,0,0,0,0,0,1
Danmark,21,engelsk,HHIA00001T,9/1/2016,9,2016,NULL,NULL,Institut for Tvaerkulturelle og regionale studier,open,2013,6.9,7-trinsskala,Studentereksamen (2008 og senere),1,1,15,11.67,NULL,3,0,1,0,0,0,0
Danmark,28.5,historie,HHIA00001T,9/1/2013,9,2016,NULL,NULL,Institut for Medier. Erkendelse og Formidling,open,2009,9.4,7-trinsskala,Hoejere forbered.eks. 2-aarig (2007 og s.),1,1,30,4.44,18,2,0,1,0,0,0,0
Danmark,21.4,informationsvidenskab og kulturformidling,HENA00001T,9/1/2015,9,2016,NULL,NULL,Institut for Engelsk. Germansk og Romansk,open,2010,9,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,0,8,0,0,0,0,0,0,0
Danmark,22.4,musikvidenskab,HDAA00001T,9/1/2013,9,2016,NULL,NULL,IVA,open,2016,5.9,7-trinsskala,Anden matematisk studentereksamen,1,1,30,0,18,2,0,1,0,0,0,0
Danmark,21.7,paedagogik,HRVA00001T,9/1/2015,9,2016,NULL,NULL,Institut for Tvaerkulturelle og regionale studier,open,2014,5.8,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,6.31,6,2,0,1,0,0,0,0
